Type	Gene	Text
TextMining	ACR	AUTOSOMAL DOMINANT SENSORY ATAXIA 1
TextMining	ADO	AUTOSOMAL DOMINANT SENSORY ATAXIA 1
TextMining	ALB	AUTOSOMAL DOMINANT SENSORY ATAXIA 1
TextMining	C1orf210	AUTOSOMAL DOMINANT SENSORY ATAXIA 1
TextMining	C6orf15	AUTOSOMAL DOMINANT SENSORY ATAXIA 1
TextMining	CFD	AUTOSOMAL DOMINANT SENSORY ATAXIA 1
TextMining	GGH	AUTOSOMAL DOMINANT SENSORY ATAXIA 1
TextMining	GOT2	AUTOSOMAL DOMINANT SENSORY ATAXIA 1
TextMining	GPI	AUTOSOMAL DOMINANT SENSORY ATAXIA 1
TextMining	LYZ	AUTOSOMAL DOMINANT SENSORY ATAXIA 1
TextMining	MEG8	AUTOSOMAL DOMINANT SENSORY ATAXIA 1
TextMining	MMD	AUTOSOMAL DOMINANT SENSORY ATAXIA 1
TextMining	MUC1	AUTOSOMAL DOMINANT SENSORY ATAXIA 1
TextMining	NOD2	AUTOSOMAL DOMINANT SENSORY ATAXIA 1
TextMining	PLA2G10	AUTOSOMAL DOMINANT SENSORY ATAXIA 1
TextMining	PLA2G1B	AUTOSOMAL DOMINANT SENSORY ATAXIA 1
TextMining	PLA2G2A	AUTOSOMAL DOMINANT SENSORY ATAXIA 1
TextMining	PLIN2	AUTOSOMAL DOMINANT SENSORY ATAXIA 1
TextMining	PLK2	AUTOSOMAL DOMINANT SENSORY ATAXIA 1
TextMining	RFXANK	AUTOSOMAL DOMINANT SENSORY ATAXIA 1
TextMining	TRIM33	AUTOSOMAL DOMINANT SENSORY ATAXIA 1
TextMining	VTN	AUTOSOMAL DOMINANT SENSORY ATAXIA 1
TextMining	XDH	AUTOSOMAL DOMINANT SENSORY ATAXIA 1
TextMining	ALDH18A1	AUTOSOMAL DOMINANT SENSORY ATAXIA 1,CEREBELLAR ATAXIA
TextMining	WDTC1	AUTOSOMAL DOMINANT SENSORY ATAXIA 1,HEREDITARY ATAXIA,ATAXIA TELANGIECTASIA
TextMining	COQ7	AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA
TextMining	DHFR	AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA
TextMining	EPG5	AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA
TextMining	HMBS	AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA
TextMining	MAP2K4	AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA
TextMining	NRF1	AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA
TextMining	DECR1	AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,ATAXIA TELANGIECTASIA
TextMining	MAPK14	AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,ATAXIA TELANGIECTASIA
TextMining	TOP3A	AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,ATAXIA TELANGIECTASIA
TextMining	GLI3	AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,ATAXIA TELANGIECTASIA,HEREDITARY ATAXIA
TextMining	MLH1	AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,ATAXIA TELANGIECTASIA,HEREDITARY ATAXIA
TextMining	XPA	AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,ATAXIA TELANGIECTASIA,HEREDITARY ATAXIA,ATAXIA WITH OCULOMOTOR APRAXIA TYPE 1,CEREBELLAR ATAXIA
TextMining	RAD51	AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,ATAXIA TELANGIECTASIA,HEREDITARY ATAXIA,ATAXIA WITH OCULOMOTOR APRAXIA TYPE 2,FRIEDREICH ATAXIA,SPINOCEREBELLAR ATAXIA TYPE 10
TextMining	RAD52	AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,ATAXIA TELANGIECTASIA,HEREDITARY ATAXIA,FRIEDREICH ATAXIA
TextMining	MSH6	AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,FRIEDREICH ATAXIA
TextMining	TFAM	AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,FRIEDREICH ATAXIA
TextMining	COQ3	AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	TECPR2	AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	INS	AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,HEREDITARY ATAXIA,FRIEDREICH ATAXIA
TextMining	MSH2	AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,HEREDITARY ATAXIA,FRIEDREICH ATAXIA,ATAXIA TELANGIECTASIA
TextMining	PMPCA	AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,HEREDITARY ATAXIA,FRIEDREICH ATAXIA,CEREBELLAR ATAXIA
TextMining	IFNA2	AUTOSOMAL RECESSIVE SPINOCEREBELLAR ATAXIA 10
TextMining	SCN10A	AUTOSOMAL RECESSIVE SPINOCEREBELLAR ATAXIA 10,AUTOSOMAL DOMINANT SENSORY ATAXIA 1
TextMining	ANO10	AUTOSOMAL RECESSIVE SPINOCEREBELLAR ATAXIA 10,HEREDITARY ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,CEREBELLAR ATAXIA,EPISODIC ATAXIA TYPE 1,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,EPISODIC ATAXIA
TextMining	STUB1	AUTOSOMAL RECESSIVE SPINOCEREBELLAR ATAXIA 16,HEREDITARY ATAXIA,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,SPINOCEREBELLAR ATAXIA TYPE 15,CEREBELLAR ATAXIA,SPASTIC ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA
TextMining	LAMP1	AUTOSOMAL RECESSIVE SPINOCEREBELLAR ATAXIA 20
TextMining	SNX14	AUTOSOMAL RECESSIVE SPINOCEREBELLAR ATAXIA 20,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	MDM1	AUTOSOMAL RECESSIVE SPINOCEREBELLAR ATAXIA 20,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	XRCC1	AUTOSOMAL RECESSIVE SPINOCEREBELLAR ATAXIA 21,ATAXIA WITH OCULOMOTOR APRAXIA TYPE 1,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,CEREBELLAR ATAXIA,HEREDITARY ATAXIA,ATAXIA TELANGIECTASIA
TextMining	FA2H	AUTOSOMAL RECESSIVE SPINOCEREBELLAR ATAXIA 21,CEREBELLAR ATAXIA,FRIEDREICH ATAXIA,SPASTIC ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	CPT1C	AUTOSOMAL RECESSIVE SPINOCEREBELLAR ATAXIA 21,SPASTIC ATAXIA
TextMining	PLD3	AUTOSOMAL RECESSIVE SPINOCEREBELLAR ATAXIA 21,SPASTIC ATAXIA,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	CAPN1	AUTOSOMAL RECESSIVE SPINOCEREBELLAR ATAXIA 21,SPASTIC ATAXIA,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA,CEREBELLAR ATAXIA
TextMining	UBA5	AUTOSOMAL RECESSIVE SPINOCEREBELLAR ATAXIA 21,SPASTIC ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,HEREDITARY ATAXIA,CEREBELLAR ATAXIA
TextMining	CYP7B1	AUTOSOMAL RECESSIVE SPINOCEREBELLAR ATAXIA 21,SPASTIC ATAXIA,CEREBELLAR ATAXIA
TextMining	ATP13A2	AUTOSOMAL RECESSIVE SPINOCEREBELLAR ATAXIA 21,SPASTIC ATAXIA,CEREBELLAR ATAXIA,HEREDITARY ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA
TextMining	FAT2	AUTOSOMAL RECESSIVE SPINOCEREBELLAR ATAXIA 21,SPASTIC ATAXIA,HEREDITARY ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,ATAXIA TELANGIECTASIA,CEREBELLAR ATAXIA,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA
TextMining	TPP1	AUTOSOMAL RECESSIVE SPINOCEREBELLAR ATAXIA 7,SPINOCEREBELLAR ATAXIA TYPE 7,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA
TextMining	NGF	CAYMAN TYPE CEREBELLAR ATAXIA
TextMining	SRC	CAYMAN TYPE CEREBELLAR ATAXIA
TextMining	KHSRP	CAYMAN TYPE CEREBELLAR ATAXIA,SPINOCEREBELLAR ATAXIA TYPE 17,CEREBELLAR ATAXIA
TextMining	ATCAY	CAYMAN TYPE CEREBELLAR ATAXIA,SPINOCEREBELLAR ATAXIA TYPE 26,CEREBELLAR ATAXIA,SPASTIC ATAXIA,FRIEDREICH ATAXIA,HEREDITARY ATAXIA,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,ATAXIA TELANGIECTASIA
TextMining	SEPT5	CEREBELLAR ATAXIA
TextMining	AAAS	CEREBELLAR ATAXIA
TextMining	ABCA8	CEREBELLAR ATAXIA
TextMining	ABCD1	CEREBELLAR ATAXIA
TextMining	ABHD12	CEREBELLAR ATAXIA
TextMining	ACER3	CEREBELLAR ATAXIA
TextMining	ACMSD	CEREBELLAR ATAXIA
TextMining	ACRBP	CEREBELLAR ATAXIA
TextMining	ADRA2B	CEREBELLAR ATAXIA
TextMining	AFF1	CEREBELLAR ATAXIA
TextMining	AHCYL1	CEREBELLAR ATAXIA
TextMining	AHI1	CEREBELLAR ATAXIA
TextMining	AIFM1	CEREBELLAR ATAXIA
TextMining	AK5	CEREBELLAR ATAXIA
TextMining	ALS2CR8	CEREBELLAR ATAXIA
TextMining	AMPH	CEREBELLAR ATAXIA
TextMining	AP3B2	CEREBELLAR ATAXIA
TextMining	APOH	CEREBELLAR ATAXIA
TextMining	APPL1	CEREBELLAR ATAXIA
TextMining	ARL13B	CEREBELLAR ATAXIA
TextMining	ARSA	CEREBELLAR ATAXIA
TextMining	ASPSCR1	CEREBELLAR ATAXIA
TextMining	ATP1B2	CEREBELLAR ATAXIA
TextMining	B4GALNT1	CEREBELLAR ATAXIA
TextMining	BARHL1	CEREBELLAR ATAXIA
TextMining	BRAT1	CEREBELLAR ATAXIA
TextMining	C12orf65	CEREBELLAR ATAXIA
TextMining	C20orf72	CEREBELLAR ATAXIA
TextMining	CACNA2D2	CEREBELLAR ATAXIA
TextMining	CALM1	CEREBELLAR ATAXIA
TextMining	CALM2	CEREBELLAR ATAXIA
TextMining	CALM3	CEREBELLAR ATAXIA
TextMining	CARD16	CEREBELLAR ATAXIA
TextMining	CCDC174	CEREBELLAR ATAXIA
TextMining	CDK14	CEREBELLAR ATAXIA
TextMining	CDK7	CEREBELLAR ATAXIA
TextMining	CEP290	CEREBELLAR ATAXIA
TextMining	CERS1	CEREBELLAR ATAXIA
TextMining	CHCHD10	CEREBELLAR ATAXIA
TextMining	CHD6	CEREBELLAR ATAXIA
TextMining	CLEC11A	CEREBELLAR ATAXIA
TextMining	CLEC5A	CEREBELLAR ATAXIA
TextMining	CLMN	CEREBELLAR ATAXIA
TextMining	CNR1	CEREBELLAR ATAXIA
TextMining	COQ2	CEREBELLAR ATAXIA
TextMining	COQ9	CEREBELLAR ATAXIA
TextMining	COX20	CEREBELLAR ATAXIA
TextMining	CPXM2	CEREBELLAR ATAXIA
TextMining	CTDP1	CEREBELLAR ATAXIA
TextMining	CYP27A1	CEREBELLAR ATAXIA
TextMining	CYP2U1	CEREBELLAR ATAXIA
TextMining	DDX41	CEREBELLAR ATAXIA
TextMining	DLGAP4	CEREBELLAR ATAXIA
TextMining	DNAJC19	CEREBELLAR ATAXIA
TextMining	DNER	CEREBELLAR ATAXIA
TextMining	DPP6	CEREBELLAR ATAXIA
TextMining	DPYSL2	CEREBELLAR ATAXIA
TextMining	DPYSL4	CEREBELLAR ATAXIA
TextMining	DPYSL5	CEREBELLAR ATAXIA
TextMining	EBF3	CEREBELLAR ATAXIA
TextMining	EGF	CEREBELLAR ATAXIA
TextMining	EIF2B1	CEREBELLAR ATAXIA
TextMining	EIF2B4	CEREBELLAR ATAXIA
TextMining	EIF2B5	CEREBELLAR ATAXIA
TextMining	EIF3G	CEREBELLAR ATAXIA
TextMining	ELF2	CEREBELLAR ATAXIA
TextMining	EML1	CEREBELLAR ATAXIA
TextMining	ENO2	CEREBELLAR ATAXIA
TextMining	ENSG00000260272	CEREBELLAR ATAXIA
TextMining	ERCC4	CEREBELLAR ATAXIA
TextMining	ETF1	CEREBELLAR ATAXIA
TextMining	ETFDH	CEREBELLAR ATAXIA
TextMining	EXOC2	CEREBELLAR ATAXIA
TextMining	EXOC4	CEREBELLAR ATAXIA
TextMining	EXOC5	CEREBELLAR ATAXIA
TextMining	EXOC7	CEREBELLAR ATAXIA
TextMining	FAM126A	CEREBELLAR ATAXIA
TextMining	FAM136A	CEREBELLAR ATAXIA
TextMining	FLOT2	CEREBELLAR ATAXIA
TextMining	FOLR1	CEREBELLAR ATAXIA
TextMining	FTH1	CEREBELLAR ATAXIA
TextMining	GABRA3	CEREBELLAR ATAXIA
TextMining	GAD1	CEREBELLAR ATAXIA
TextMining	GAD2	CEREBELLAR ATAXIA
TextMining	GALC	CEREBELLAR ATAXIA
TextMining	GFAP	CEREBELLAR ATAXIA
TextMining	GHRH	CEREBELLAR ATAXIA
TextMining	GJA3	CEREBELLAR ATAXIA
TextMining	GPR4	CEREBELLAR ATAXIA
TextMining	GRIA1	CEREBELLAR ATAXIA
TextMining	GSX2	CEREBELLAR ATAXIA
TextMining	HEXB	CEREBELLAR ATAXIA
TextMining	HSD17B4	CEREBELLAR ATAXIA
TextMining	IFT140	CEREBELLAR ATAXIA
TextMining	IGLON5	CEREBELLAR ATAXIA
TextMining	INPP4A	CEREBELLAR ATAXIA
TextMining	ITM2B	CEREBELLAR ATAXIA
TextMining	KIF14	CEREBELLAR ATAXIA
TextMining	L2HGDH	CEREBELLAR ATAXIA
TextMining	LAMA1	CEREBELLAR ATAXIA
TextMining	LARS2	CEREBELLAR ATAXIA
TextMining	LGR4	CEREBELLAR ATAXIA
TextMining	LIMK1	CEREBELLAR ATAXIA
TextMining	LNX1	CEREBELLAR ATAXIA
TextMining	LYRM7	CEREBELLAR ATAXIA
TextMining	LYST	CEREBELLAR ATAXIA
TextMining	MAMLD1	CEREBELLAR ATAXIA
TextMining	MANBA	CEREBELLAR ATAXIA
TextMining	MBP	CEREBELLAR ATAXIA
TextMining	MECR	CEREBELLAR ATAXIA
TextMining	MLF1	CEREBELLAR ATAXIA
TextMining	MNF1	CEREBELLAR ATAXIA
TextMining	MORC2	CEREBELLAR ATAXIA
TextMining	MPDZ	CEREBELLAR ATAXIA
TextMining	MRRF	CEREBELLAR ATAXIA
TextMining	MSTO1	CEREBELLAR ATAXIA
TextMining	MT-ATP8	CEREBELLAR ATAXIA
TextMining	MT-CYB	CEREBELLAR ATAXIA
TextMining	MT-ND5	CEREBELLAR ATAXIA
TextMining	MT-ND6	CEREBELLAR ATAXIA
TextMining	MVK	CEREBELLAR ATAXIA
TextMining	NAGS	CEREBELLAR ATAXIA
TextMining	NCDN	CEREBELLAR ATAXIA
TextMining	NDE1	CEREBELLAR ATAXIA
TextMining	NDUFV1	CEREBELLAR ATAXIA
TextMining	NEU3	CEREBELLAR ATAXIA
TextMining	NFASC	CEREBELLAR ATAXIA
TextMining	NOBOX	CEREBELLAR ATAXIA
TextMining	NOL3	CEREBELLAR ATAXIA
TextMining	NOTCH1	CEREBELLAR ATAXIA
TextMining	NOVA2	CEREBELLAR ATAXIA
TextMining	NPC2	CEREBELLAR ATAXIA
TextMining	NPHP1	CEREBELLAR ATAXIA
TextMining	NUP62	CEREBELLAR ATAXIA
TextMining	P2RY11	CEREBELLAR ATAXIA
TextMining	PARP9	CEREBELLAR ATAXIA
TextMining	PAX6	CEREBELLAR ATAXIA
TextMining	PCAT2	CEREBELLAR ATAXIA
TextMining	PCBD1	CEREBELLAR ATAXIA
TextMining	PCDH12	CEREBELLAR ATAXIA
TextMining	PDSS1	CEREBELLAR ATAXIA
TextMining	PDSS2	CEREBELLAR ATAXIA
TextMining	PEX12	CEREBELLAR ATAXIA
TextMining	PEX16	CEREBELLAR ATAXIA
TextMining	PEX6	CEREBELLAR ATAXIA
TextMining	PGAM4	CEREBELLAR ATAXIA
TextMining	PHGDH	CEREBELLAR ATAXIA
TextMining	PHYH	CEREBELLAR ATAXIA
TextMining	PIGG	CEREBELLAR ATAXIA
TextMining	PLA2G6	CEREBELLAR ATAXIA
TextMining	PMM2	CEREBELLAR ATAXIA
TextMining	PNMA2	CEREBELLAR ATAXIA
TextMining	POMC	CEREBELLAR ATAXIA
TextMining	PRND	CEREBELLAR ATAXIA
TextMining	PTPRB	CEREBELLAR ATAXIA
TextMining	PTPRZ1	CEREBELLAR ATAXIA
TextMining	RAB18	CEREBELLAR ATAXIA
TextMining	RAB3GAP1	CEREBELLAR ATAXIA
TextMining	RBM10	CEREBELLAR ATAXIA
TextMining	REEP1	CEREBELLAR ATAXIA
TextMining	RNF115	CEREBELLAR ATAXIA
TextMining	RORB	CEREBELLAR ATAXIA
TextMining	RPL27A	CEREBELLAR ATAXIA
TextMining	RPLP2	CEREBELLAR ATAXIA
TextMining	SAMD9L	CEREBELLAR ATAXIA
TextMining	SEL1L	CEREBELLAR ATAXIA
TextMining	SEZ6L2	CEREBELLAR ATAXIA
TextMining	SFTPC	CEREBELLAR ATAXIA
TextMining	SLC20A2	CEREBELLAR ATAXIA
TextMining	SLC25A15	CEREBELLAR ATAXIA
TextMining	SLC6A19	CEREBELLAR ATAXIA
TextMining	SLC9A1	CEREBELLAR ATAXIA
TextMining	SMARCA1	CEREBELLAR ATAXIA
TextMining	SMARCA5	CEREBELLAR ATAXIA
TextMining	SOX1	CEREBELLAR ATAXIA
TextMining	SPG21	CEREBELLAR ATAXIA
TextMining	SRD5A3	CEREBELLAR ATAXIA
TextMining	STAC	CEREBELLAR ATAXIA
TextMining	STRN	CEREBELLAR ATAXIA
TextMining	SUN2	CEREBELLAR ATAXIA
TextMining	SYNE2	CEREBELLAR ATAXIA
TextMining	TBC1D24	CEREBELLAR ATAXIA
TextMining	TCTN1	CEREBELLAR ATAXIA
TextMining	THG1L	CEREBELLAR ATAXIA
TextMining	TMEM27	CEREBELLAR ATAXIA
TextMining	TMEM30A	CEREBELLAR ATAXIA
TextMining	TMEM67	CEREBELLAR ATAXIA
TextMining	TNIP2	CEREBELLAR ATAXIA
TextMining	TNIP3	CEREBELLAR ATAXIA
TextMining	TOE1	CEREBELLAR ATAXIA
TextMining	TP53INP2	CEREBELLAR ATAXIA
TextMining	TPO	CEREBELLAR ATAXIA
TextMining	TPPP	CEREBELLAR ATAXIA
TextMining	TRH	CEREBELLAR ATAXIA
TextMining	TRIM67	CEREBELLAR ATAXIA
TextMining	TRIM9	CEREBELLAR ATAXIA
TextMining	TSEN54	CEREBELLAR ATAXIA
TextMining	TSHZ3	CEREBELLAR ATAXIA
TextMining	TXNDC9	CEREBELLAR ATAXIA
TextMining	U12	CEREBELLAR ATAXIA
TextMining	XPR1	CEREBELLAR ATAXIA
TextMining	ZIC1	CEREBELLAR ATAXIA
TextMining	ZIC4	CEREBELLAR ATAXIA
TextMining	ZNF436	CEREBELLAR ATAXIA
TextMining	ZNF501	CEREBELLAR ATAXIA
TextMining	ZNF592	CEREBELLAR ATAXIA
TextMining	ZNF629	CEREBELLAR ATAXIA
TextMining	ZNF763	CEREBELLAR ATAXIA
TextMining	ATP11A	CEREBELLAR ATAXIA, MENTAL RETARDATION AND DYSEQULIBRIUM SYNDROME
TextMining	EHD1	CEREBELLAR ATAXIA, MENTAL RETARDATION AND DYSEQULIBRIUM SYNDROME
TextMining	ATP8A1	CEREBELLAR ATAXIA, MENTAL RETARDATION AND DYSEQULIBRIUM SYNDROME,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	ATP8A2	CEREBELLAR ATAXIA, MENTAL RETARDATION AND DYSEQULIBRIUM SYNDROME,CEREBELLAR ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	WDR81	CEREBELLAR ATAXIA, MENTAL RETARDATION AND DYSEQULIBRIUM SYNDROME,NONPROGRESSIVE CEREBELLAR ATAXIA WITH MENTAL RETARDATION,CEREBELLAR ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	ATP2B2	CEREBELLAR ATAXIA,ATAXIA TELANGIECTASIA
TextMining	FAT3	CEREBELLAR ATAXIA,ATAXIA TELANGIECTASIA
TextMining	NOVA1	CEREBELLAR ATAXIA,ATAXIA TELANGIECTASIA
TextMining	BRAP	CEREBELLAR ATAXIA,ATAXIA TELANGIECTASIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA
TextMining	GBX2	CEREBELLAR ATAXIA,ATAXIA TELANGIECTASIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA
TextMining	KIF20B	CEREBELLAR ATAXIA,ATAXIA TELANGIECTASIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA
TextMining	SUN1	CEREBELLAR ATAXIA,ATAXIA TELANGIECTASIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA
TextMining	CBLN1	CEREBELLAR ATAXIA,ATAXIA TELANGIECTASIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	ARHGAP26	CEREBELLAR ATAXIA,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA
TextMining	CACNG2	CEREBELLAR ATAXIA,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA
TextMining	HTR1A	CEREBELLAR ATAXIA,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA
TextMining	POLR3B	CEREBELLAR ATAXIA,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA
TextMining	AGTPBP1	CEREBELLAR ATAXIA,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	CSTB	CEREBELLAR ATAXIA,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	PRNP	CEREBELLAR ATAXIA,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	STARD13	CEREBELLAR ATAXIA,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	TTC19	CEREBELLAR ATAXIA,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	CACNA1G	CEREBELLAR ATAXIA,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA,EPISODIC ATAXIA TYPE 2,EPISODIC ATAXIA
TextMining	POLG	CEREBELLAR ATAXIA,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA,FRIEDREICH ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,ATAXIA TELANGIECTASIA
TextMining	FTL	CEREBELLAR ATAXIA,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,SPINOCEREBELLAR ATAXIA TYPE 2,HEREDITARY ATAXIA
TextMining	SNCA	CEREBELLAR ATAXIA,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,SPINOCEREBELLAR ATAXIA TYPE 37,HEREDITARY ATAXIA
TextMining	PEX10	CEREBELLAR ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA
TextMining	PEX2	CEREBELLAR ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA
TextMining	RNF216	CEREBELLAR ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA
TextMining	UFM1	CEREBELLAR ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA
TextMining	ZFYVE26	CEREBELLAR ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA
TextMining	SIL1	CEREBELLAR ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,ATAXIA WITH OCULOMOTOR APRAXIA TYPE 1,HEREDITARY ATAXIA,SPASTIC ATAXIA,FRIEDREICH ATAXIA
TextMining	COQ5	CEREBELLAR ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	CWF19L1	CEREBELLAR ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	GDAP2	CEREBELLAR ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	SPG11	CEREBELLAR ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	VWA3B	CEREBELLAR ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	ADCK3	CEREBELLAR ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,SPASTIC ATAXIA,HEREDITARY ATAXIA,FRIEDREICH ATAXIA,ATAXIA TELANGIECTASIA
TextMining	SYNE1	CEREBELLAR ATAXIA,AUTOSOMAL RECESSIVE SPINOCEREBELLAR ATAXIA 10,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,HEREDITARY ATAXIA,SPINOCEREBELLAR ATAXIA TYPE 31,ATAXIA WITH OCULOMOTOR APRAXIA TYPE 1,SPASTIC ATAXIA,FRIEDREICH ATAXIA,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA
TextMining	ATP1A3	CEREBELLAR ATAXIA,EPISODIC ATAXIA
TextMining	CNTNAP2	CEREBELLAR ATAXIA,EPISODIC ATAXIA
TextMining	LGI1	CEREBELLAR ATAXIA,EPISODIC ATAXIA TYPE 1,EPISODIC ATAXIA TYPE 2
TextMining	C7orf49	CEREBELLAR ATAXIA,EPISODIC ATAXIA TYPE 2,SPINOCEREBELLAR ATAXIA TYPE 6
TextMining	NPTX2	CEREBELLAR ATAXIA,FRIEDREICH ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,HEREDITARY ATAXIA,SPINOCEREBELLAR ATAXIA TYPE 1,ATAXIA TELANGIECTASIA,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA
TextMining	BDNF	CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	CCDC88C	CEREBELLAR ATAXIA,HEREDITARY ATAXIA,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA
TextMining	MT-ATP6	CEREBELLAR ATAXIA,HEREDITARY ATAXIA,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,ATAXIA TELANGIECTASIA,EPISODIC ATAXIA
TextMining	HEXA	CEREBELLAR ATAXIA,HEREDITARY ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,ATAXIA TELANGIECTASIA
TextMining	IGF1	CEREBELLAR ATAXIA,HEREDITARY ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,ATAXIA TELANGIECTASIA
TextMining	GABARAP	CEREBELLAR ATAXIA,HEREDITARY ATAXIA,FRIEDREICH ATAXIA
